BLZ;Institutsname;BIC;Host;URL;Ver.;PIN-1;PIN-2;DDV-1;DDV-2;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;Ku-ID;Benutzer;iTAN;UseBLZ;Hinweis;InstitutsnameLang;ValidFrom;RAH-7;RAH-9;RAH-10;IconName
13070000;Deutsche Bank Rostock;DEUTDEBRXXX;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
13070024;Deutsche Bank PGK Rostock;DEUTDEDBROS;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
13080000;Commerzbank Rostock;DRESDEFF130;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
13090000;Rostocker VR Bank;GENODEF1HR1;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Rostocker Volks- und Raiffeisenbank;;;;;VoBa
13091054;Pommersche Volksbank;GENODEF1HST;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Pommersche Volksbank;;;;;VoBa
13091084;VB u Raiffbk -alt-;GENODEF1HWV;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Volksbank Wismar -alt-;;;;;VoBa
14040000;Commerzbank Schwerin;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
14051000;Spk Mecklenburg-Nordwest;NOLADE21WIS;banking-mv6.s-fints-pt-mv.de;https://banking-mv6.s-fints-pt-mv.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Mecklenburg-Nordwest;;ja;;;Spk
14051362;Sparkasse Parchim-Lübz;NOLADE21PCH;banking-mv6.s-fints-pt-mv.de;https://banking-mv6.s-fints-pt-mv.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Parchim-Lübz;;ja;;;Spk
14051462;Sparkasse Schwerin -alt-;NOLADE21SNS;;;;;;;;;;;;;;;;;;;;;;;Sparkasse Schwerin -alt-;;;;;Spk
14052000;Spk Mecklenburg-Schwerin;NOLADE21LWL;banking-mv6.s-fints-pt-mv.de;https://banking-mv6.s-fints-pt-mv.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Mecklenburg-Schwerin;;ja;;;Spk
14061308;VB u Raiffbk Güstrow;GENODEF1GUE;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Volks- und Raiffeisenbank;;;;;VoBa
14061438;Raiffeisen-VB Gadebusch-alt;GENODEF1GDB;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Raiffeisen-Volksbank -alt-;;;;;VoBa
14080000;Commerzbank Schwerin;DRESDEFF140;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
14080011;Commerzbank Schwerin Zw W;DRESDEFFI27;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank Zw W;;;;;CoBa
14091464;VR-Bank Schwerin;GENODEF1SN1;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;VR-Bank;;;;;VoBa
15000000;BBk Neubrandenburg;MARKDEF1150;hbciserver.bankverlag.de;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;3.0;ja;ja;;;ja;;ja;;ja;;;;;;Kunden-ID;Benutzerkennung;CR#3:CR#5 - 1.4:CR#6 - 1.4;;;Bundesbank;;;;;
15040068;Commerzbank Neubrandenburg;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
15050100;Müritz-Sparkasse Waren;NOLADE21WRN;banking-mv6.s-fints-pt-mv.de;https://banking-mv6.s-fints-pt-mv.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Müritz-Sparkasse;;ja;;;Spk
15050200;Spk Neubrandenburg-Demmin;NOLADE21NBS;banking-mv6.s-fints-pt-mv.de;https://banking-mv6.s-fints-pt-mv.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Neubrandenburg-Demmin;;ja;;;Spk
15050400;Sparkasse Uecker-Randow;NOLADE21PSW;banking-mv6.s-fints-pt-mv.de;https://banking-mv6.s-fints-pt-mv.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Uecker-Randow;;ja;;;Spk
15050500;Spk Vorpommern;NOLADE21GRW;banking-mv6.s-fints-pt-mv.de;https://banking-mv6.s-fints-pt-mv.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Vorpommern;;ja;;;Spk
15051732;Spk Mecklenburg-Strelitz;NOLADE21MST;banking-mv6.s-fints-pt-mv.de;https://banking-mv6.s-fints-pt-mv.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Mecklenburg-Strelitz;;ja;;;Spk
15061618;Raiffbk Mecklenb Seenplatte;GENODEF1WRN;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Mecklenburger Seenplatte;;;;;VoBa
15061638;Volksbank Raiffeisenbank;GENODEF1ANK;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Raiffeisenbank;;;;;VoBa
15061698;Raiffeisenbank Malchin;GENODEF1MAL;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Raiffeisenbank Malchin;;;;;VoBa
15080000;Commerzbank Neubrandenbg;DRESDEFF150;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
15091674;Volksbank Demmin;GENODEF1DM1;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Demmin;;;;;VoBa
15091704;VR-Bank Uckermark-Randow;GENODEF1PZ1;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR-Bank Uckermark-Randow;;;;;VoBa
16010111;SEB Potsdam;ESSEDE5F160;;;;;;;;;;;;;;;;;;;;;;;SEB;;;;;
16010300;Investitionsbk Potsdam;ILBXDE8XXXX;;;;;;;;;;;;;;;;;;;;;;;Investitionsbank des Landes Brandenburg;;;;;
16020086;UniCredit Bank-HypoVereinbk;HYVEDEMM470;hbci.hypovereinsbank.de;https://hbci-01.hypovereinsbank.de/bank/hbci;3.0;;ja;;;ja;;ja;;ja;;;;ja;ja;;Direct B@nking-Nummer;CR#1;70020270;;UniCredit Bank - HypoVereinsbank;;;ja;ja;Hypo
16040000;Commerzbank Potsdam;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
16050000;Mittelbrandenbg Sparkasse;WELADED1PMB;banking-bb6.s-fints-pt-bb.de;https://banking-bb6.s-fints-pt-bb.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Mittelbrandenburgische Sparkasse in Potsdam;;ja;;;Spk
16050101;Sparkasse Prignitz;WELADED1PRP;banking-bb6.s-fints-pt-bb.de;https://banking-bb6.s-fints-pt-bb.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Prignitz;;ja;;;Spk
16050202;Spk Ostprignitz-Ruppin;WELADED1OPR;banking-bb6.s-fints-pt-bb.de;https://banking-bb6.s-fints-pt-bb.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Ostprignitz-Ruppin;;ja;;;Spk
16050500;LBS Ost Potsdam;LBSODEB1XXX;;;;;;;;;;;;;;;;;;;;;;;LBS Ostdeutsche Landesbausparkasse;;;;;Spk
16060122;Volks- u Raiffbk Prignitz;GENODEF1PER;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Volks- und Raiffeisenbank Prignitz;;;;;VoBa
16061938;Raiffeisenbank Ostpr-Ruppin;GENODEF1NPP;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Ostprignitz-Ruppin;;;;;VoBa
16062008;VR-Bank Fläming;GENODEF1LUK;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR-Bank Fläming;;;;;VoBa
16062073;Brandenburger Bank;GENODEF1BRB;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Brandenburger Bank;;;;;VoBa
16080000;Commerzbank Potsdam;DRESDEFF160;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
16091994;Volksbank Rathenow;GENODEF1RN1;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Rathenow;;;;;VoBa
17020086;UniCredit Bank-HypoVereinbk;HYVEDEMM471;hbci.hypovereinsbank.de;https://hbci-01.hypovereinsbank.de/bank/hbci;3.0;;ja;;;ja;;ja;;ja;;;;ja;ja;;Direct B@nking-Nummer;CR#1;70020270;;UniCredit Bank - HypoVereinsbank;;;ja;ja;Hypo
17040000;Commerzbank Frankfurt Oder;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
17052000;Sparkasse Barnim Eberswalde;WELADED1GZE;banking-bb6.s-fints-pt-bb.de;https://banking-bb6.s-fints-pt-bb.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Barnim;;ja;;;Spk
17052302;St Spk Schwedt;WELADED1UMX;banking-bb6.s-fints-pt-bb.de;https://banking-bb6.s-fints-pt-bb.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Stadtsparkasse Schwedt;;ja;;;Spk
17054040;Spk Märkisch-Oderland;WELADED1MOL;banking-bb6.s-fints-pt-bb.de;https://banking-bb6.s-fints-pt-bb.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Märkisch-Oderland;;ja;;;Spk
17055050;Sparkasse Oder-Spree;WELADED1LOS;banking-bb6.s-fints-pt-bb.de;https://banking-bb6.s-fints-pt-bb.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Oder-Spree;;ja;;;Spk
17056060;Spk Uckermark Prenzlau;WELADED1UMP;banking-bb6.s-fints-pt-bb.de;https://banking-bb6.s-fints-pt-bb.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Uckermark;;ja;;;Spk
17062428;Raiff-VB Oder-Spree Beeskow;GENODEF1BKW;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank-Volksbank Oder-Spree;;;;;VoBa
17080000;Commerzbank Frankfurt, O;DRESDEFF170;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
17092404;VR Bank Fürstenwalde;GENODEF1FW1;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Bank Fürstenwalde Seelow Wriezen;;;;;VoBa
18020086;UniCredit Bank-HypoVereinbk;HYVEDEMM472;hbci.hypovereinsbank.de;https://hbci-01.hypovereinsbank.de/bank/hbci;3.0;;ja;;;ja;;ja;;ja;;;;ja;ja;;Direct B@nking-Nummer;CR#1;70020270;;UniCredit Bank - HypoVereinsbank;;;ja;ja;Hypo
18040000;Commerzbank Cottbus;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
18050000;Sparkasse Spree-Neiße;WELADED1CBN;banking-bb6.s-fints-pt-bb.de;https://banking-bb6.s-fints-pt-bb.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Spree-Neiße;;ja;;;Spk
18051000;Sparkasse Elbe-Elster;WELADED1EES;banking-bb6.s-fints-pt-bb.de;https://banking-bb6.s-fints-pt-bb.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Elbe-Elster;;ja;;;Spk
18055000;Sparkasse Niederlausitz;WELADED1OSL;banking-bb6.s-fints-pt-bb.de;https://banking-bb6.s-fints-pt-bb.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Niederlausitz;;ja;;;Spk
18062678;VR Bank Lausitz;GENODEF1FWA;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Bank Lausitz;;;;;VoBa
18062758;VR Bank Forst -alt-;GENODEF1FOR;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;VR Bank Forst -alt-;;;;;VoBa
18080000;Commerzbank Cottbus;DRESDEFF180;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
18092684;Spreewaldbank Lübben;GENODEF1LN1;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Spreewaldbank;;;;;VoBa
18092744;Volksbank Spree-Neiße;GENODEF1SPM;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Spree-Neiße;;;;;VoBa
20000000;BBk Hamburg;MARKDEF1200;hbciserver.bankverlag.de;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;3.0;ja;ja;;;ja;;ja;;ja;;;;;;Kunden-ID;Benutzerkennung;CR#3:CR#5 - 1.4:CR#6 - 1.4;;;Bundesbank;;;;;
20010020;Postbank -Giro- Hamburg;PBNKDEFFXXX;;https://hbci.postbank.de/banking/hbci.do;3.0;;ja;;;;;;;;;;;;;;Kontonummer;iTAN:mobileTAN~:HHD1.3.2~:HHD1.3.2OPT~:HHD1.4~:HHD1.4OPT~:BestSign~;;;Postbank (Giro);;;;;PoBa
20010111;SEB Hamburg;ESSEDE5F200;;;;;;;;;;;;;;;;;;;;;;;SEB;;;;;
20010424;Aareal Bank;AARBDE5W200;;;;;;;;;;;;;;;;;;;;;;;Aareal Bank;;;;;
20020200;SEB Merchant Bank Hamburg;ESSEDEFFHAM;;;;;;;;;;;;;;;;;;;;;;;SEB Merchant Bank Hamburg;;;;;
20020500;Jyske Bank Hamburg;JYBADEHHXXX;;;;;;;;;;;;;;;;;;;;;;;Jyske Bank Fil Hamburg;;;;;
20020900;Signal Iduna Bauspar;SIBSDEHHXXX;;;;;;;;;;;;;;;;;;;;;;;Signal Iduna Bauspar;;;;;
20030000;UniCredit Bank-HypoVereinbk;HYVEDEMM300;hbci.hypovereinsbank.de;https://hbci-01.hypovereinsbank.de/bank/hbci;3.0;;ja;;;ja;;ja;;ja;;;;ja;ja;;Direct B@nking-Nummer;CR#1;70020270;;UniCredit Bank - HypoVereinsbank;;;ja;ja;Hypo
20030133;Varengold Bank;VGAGDEHHXXX;;;;;;;;;;;;;;;;;;;;;;;Varengold Bank;;;;;
20030300;DONNER & REUSCHEL;CHDBDEHHXXX;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;DONNER & REUSCHEL;;;;;DonnerReuschel
20030400;Marcardbank Hamburg;MCRDDEHHXXX;online-banking.marcard.de;https://online-banking.marcard.de/fints/;3.0;;ja;;;ja;ja;ja;;ja;;;ja;ja;ja;Kunden-ID;Benutzerkennung;eTAN:iTAN:mTAN~;;;Marcard, Stein & Co Bankiers;;;;;Marcard
20030600;Sydbank Hamburg;SYBKDE22HAM;sydbank.hbciservice.de;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;3.0;ja;ja;;;ja;ja;ja;;ja;;;;ja;;Kunden-ID;Benutzerkennung;CR#1:CR#3:CR#5 - 1.4:CR#6 - 1.4;;;Sydbank Fil Hamburg;;;;;
20030700;Merck Finck Privatbankiers;MEFIDEMM200;merckfinck.hbciservice.de;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;3.0;;ja;;;ja;;ja;;ja;;;;;;Kunden-ID;Benutzerkennung;CR#1;;;Merck Finck Privatbankiers;;;;;
20040000;Commerzbank Hamburg;COBADEHHXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
20040005;Commerzbank Fil. Hamburg 2;COBADEHHXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank, Filiale Hamburg 2;;;;;CoBa
20040020;Commerzbank CC SP, Hamburg;COBADEFFXXX;;;;;;;;;;;;;;;;;;;;;;;Commerzbank, CC SP;;;;;CoBa
20040040;Commerzbank GF RME, Hamburg;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank GF RME;;;;;CoBa
20040048;Commerzbank HBG GF-H48;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank GF-H48;;;;;CoBa
